,meal_type,name,url,image_url,alt,description
83,side-dish,Next-level cauliflower cheese,/recipes/next-level-cauliflower-cheese,"https://images.immediate.co.uk/production/volatile/sites/30/2021/12/NextLevel-CauliflowerCheese-9b314b4.png?quality=90&resize=93,85",Next level cauliflower cheese in a baking dish,"Love roasted cauliflower? We've paired it with a rich cheese sauce that packs a punch, as well as spices and crispy onions"
84,side-dish,Herby orzo & lemon salad,/recipes/herby-orzo-lemon-salad,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/orzo-and-lemon-salad-37cc73b.jpg?quality=90&resize=93,85",Herby orzo & lemon salad served on a plate,Make this summery orzo salad packed with herbs and lemon for a seasonal side. Leftovers make a great lunch the next day 
85,side-dish,Barbecue sesame sweet potatoes,/recipes/barbecue-sesame-sweet-potatoes,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sesame-sweet-potatoes-9bf0a5a.jpg?quality=90&resize=93,85",Sesame sweet potatoes served on a platter,"Serve these glazed sweet potatoes as a side dish at a barbecue, or turn them into a summer salad by tossing through handfuls of rocket or watercress"
86,side-dish,Slow cooker bread,/recipes/slow-cooker-bread,"https://images.immediate.co.uk/production/volatile/sites/30/2020/04/SlowCookerBread-cf975ee.jpg?quality=90&resize=93,85",Sliced loaf of bread with jam,Make an easy loaf with this slow cooker bread recipe. This simple project is perfect for beginners and uses strong wholemeal or white flour
87,side-dish,Prawn curry in a hurry,/recipes/prawn-curry-hurry,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-192681_12-406873d.jpg?quality=90&resize=93,85",Prawn curry in a hurry,"Minimum shopping, maximum taste. And if Indian cuisine is not your thing, make this Thai prawn curry with a simple switch"
88,side-dish,Sesame prawn toast,/recipes/sesame-prawn-toast,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/prawn-toast_0-366e331.jpg?quality=90&resize=93,85",Sesame prawn toast served on a plate with soy sauce,Use up leftover bread to make that classic Chinese starter – sesame prawn toast. Serve with soy or a sweet & sour sauce for dipping
89,side-dish,Spanish potatoes,/recipes/spanish-potatoes,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-488484_11-ecf4ff0.jpg?quality=90&resize=93,85",Spanish potatoes,"These smoky, spiced potatoes are a great accompaniment for white fish or chicken"
90,side-dish,Braised red cabbage,/recipes/braised-red-cabbage,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/braised-red-cabbage-398678f.jpg?quality=90&resize=93,85",Braised red cabbage in a bowl with spoon,"This low-fat Christmas side dish is the perfect sweet-savoury combination. Or try one of our simple twists using preserved lemon, ginger wine and bacon"
91,side-dish,Tzatziki,/recipes/tzatziki,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/tzatziki-ad43c53.jpg?quality=90&resize=93,85",Bowl of tzatziki with pitta bread toasts,Make our simple tzatziki sauce. This fresh and simple Greek dip is perfect served with toasted pitta bread for a party platter or served with slow roast lamb
92,side-dish,Homemade rosemary crackers,/recipes/homemade-rosemary-crackers,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/homemade-rosemary-crackers-4089408.jpg?quality=90&resize=93,85",Homemade rosemary crackers served with pate and chutney,"Warning: these rosemary crackers are addictive! The dough is just a simple mix of flour, water and oil, into which you can add a flavour, such as rosemary"
93,side-dish,Whole baked cauliflower cheese,/recipes/whole-baked-cauliflower-cheese,"https://images.immediate.co.uk/production/volatile/sites/30/2021/09/Whole-baked-cauliflower-cheese-757e6fb.jpg?quality=90&resize=93,85",Whole baked cauliflower cheese served in a dish,Why go to the trouble of chopping cauliflower? Roasting it whole is super-simple to prep and makes an impressive addition to a roast dinner
94,side-dish,Black pepper hasselback potatoes,/recipes/black-pepper-hasselback-potatoes,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/black-pepper-hasselback-potatoes-858bb79.jpg?quality=90&resize=93,85",A bowl serving black pepper hasselback potatoes,"Prep these roast potatoes in the morning, then put them in the oven an hour before serving. They make a traditional Sunday roast a bit more special"
95,side-dish,Bang bang cauliflower,/recipes/bang-bang-cauliflower,"https://images.immediate.co.uk/production/volatile/sites/30/2021/05/Bang-Bang-Cauliflower-20fdb19.jpg?quality=90&resize=93,85",Bang Bang cauliflower in a bowl,"Try a veggie twist on bang bang chicken, and replace the meat with cauliflower florets. With a crispy coating and a spicy sauce, it makes a great starter or side"
96,side-dish,Chilli-charred brussels sprouts,/recipes/chilli-charred-brussels-sprouts,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/brussel-sprouts-82e155b.jpg?quality=90&resize=93,85",Chilli-charred Brussels sprouts in a festive silver serving dish,"Spruce up brussels sprouts for Christmas Day with the addition of garlic, lemon and chilli. The result is a flavourful vegan side dish that’s healthy too"
97,side-dish,Courgette & cheddar soda bread,/recipes/courgette-cheddar-soda-bread,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/courgette-cheddar-soda-bread-475fb00-scaled.jpg?quality=90&resize=93,85",Courgette & cheddar soda bread,"This simple loaf is easy to make but big on flavour and texture, with mature cheese, grated courgettes, oats and thyme"
98,side-dish,"Herby quinoa, feta & pomegranate salad",/recipes/herby-quinoa-feta-pomegranate-salad,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1201639_11-e0a1ec1.jpg?quality=90&resize=93,85","Herby quinoa, feta & pomegranate salad","A Middle Eastern-style meze bowl with healthy grains, parsley, mint and coriander"
99,side-dish,Easy pilau rice,/recipes/easy-pilau-rice,"https://images.immediate.co.uk/production/volatile/sites/30/2022/08/Pilau-rice-2ee60f0.jpg?quality=90&resize=93,85",A serving of easy pilau rice,Make spicy pilau rice to serve with your favourite dishes – the secret to fluffy pilau is to leave it to steam in its own heat without removing the lid
100,side-dish,Steamed bao buns,/recipes/steamed-bao-buns,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/steamed-pork-buns-8f10f37.jpg?quality=90&resize=93,85",Steamed bao buns filled with barbecued pork,Fill these steamed Chinese bread rolls with BBQ pork and pickled vegetables for a perfect Chinese New Year party nibble
101,side-dish,Seeded wholemeal loaf,/recipes/seeded-wholemeal-loaf,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/seeded-wholemeal-loaf-8a19940.jpg?quality=90&resize=93,85",Seeded wholemeal loaf,"This hearty, wholesome bread is rich in flavour and packed with seeds - try pumpkin, sunflower, poppy or linseeds"
102,side-dish,Lentil & tomato salad,/recipes/lentil-tomato-salad,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1308566_2-b1954cf.jpg?quality=90&resize=93,85",Lentil & tomato salad,"Lentils are a substantial and healthy base to this fresh salad with onion, mango chutney, coriander, greens and tomatoes"
103,side-dish,Flatbread,/recipes/flatbread,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-281658_10-cc6308c.jpg?quality=90&resize=93,85",Flatbread,"Indian flatbreads (naan) can be shallow-fried or baked and they only need 15 mins to cook. Perfect for mopping up the sauce of a lovely, homemade curry"
104,side-dish,Watercress & chicken stir-fry,/recipes/watercress-chicken-stir-fry,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-5806_11-beebc98.jpg?quality=90&resize=93,85",Watercress & chicken stir-fry,"Make your own easy stir-fry sauce at home with storecupboard ingredients and combine with chicken, veg and cashews for a filling dinner."
105,side-dish,Easy gluten-free flatbread,/recipes/toasted-cumin-flatbreads,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1273647_8-09d57b3.jpg?quality=90&resize=93,85",Easy gluten-free flatbreads with toasted cumin seeds,"Use our easy gluten-free bread recipe to make light, fluffy breads which can be used for scooping up sauces, served alongside curries or served as a lunchtime snack with some dips"
106,side-dish,Easy hummus recipe,/recipes/easy-hummus-recipe,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-890485_11-388480d.jpg?quality=90&resize=93,85",Easy homemade hummus,"A smooth blended chickpea dip with tahini and garlic that's versatile and good for you, this easy hummus makes a great snack or lunch"
107,side-dish,Pigs-in-blankets Christmas stuffing balls,/recipes/pigs-blankets-christmas-stuffing-balls,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pigs-in-blankets-christmas-stuffing-balls-32a5019.jpg?quality=90&resize=93,85",Pigs-in-blankets Christmas stuffing balls served on a plate,"Treat yourself at Christmas with these moreish stuffing balls. The sausagemeat and bacon add the ‘pigs in blankets’ flavour, while cranberries make them taste extra festive"
108,side-dish,Baked feta with sesame & honey,/recipes/baked-feta-sesame-honey,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/baked-feta-with-sesame-and-honey-ba491a5.jpg?quality=90&resize=93,85",Baked feta with sesame & honey served in a small terracotta dish,"Combine the flavours of salty cheese and sweet honey to create a dish that’s so much more than the sum of its parts. Rich and decadent, serve with warm pitta"
109,side-dish,Guacamole salsa,/recipes/guacamole-salsa,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/guacamole-salsa-e0e2583.jpg?quality=90&resize=93,85",A fajita with guacamole salsa served alongside,"Whip up the perfect accompaniment to fajitas, a guacamole salsa with cooling avocado to balance the heat of jalapeño chillies, if you dare to include them"
110,side-dish,Air-fried chips,/recipes/air-fried-chips,"https://images.immediate.co.uk/production/volatile/sites/30/2020/12/Web-Air-Fryer-Chips-305f379.jpg?quality=90&resize=93,85",Air fryer chips with dips,"Use an air fryer to make super-crispy chips. This recipe is so simple, and air-frying means you'll use less oil than deep-frying, so it's a healthier alternative"
111,side-dish,Homemade vegan bagels,/recipes/bagels-brunch,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-939549_11-dddc401.jpg?quality=90&resize=93,85",A pile of homemade vegan bagels with seeds on a plate,Make a batch of these lovely vegan bagels and serve them with your favourite dairy-free spread
112,side-dish,Sticky spiced red cabbage,/recipes/sticky-spiced-red-cabbage,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-444463_12-b67dae6.jpg?quality=90&resize=93,85",Sticky spiced red cabbage,"This colourful dish will complement any festive main course. Toss any leftovers with a drizzle of olive oil and serve with cold cuts, pâté or cheese"
113,side-dish,Rough-puff pastry,/recipes/rough-puff-pastry,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-22622_10-87fc174.jpg?quality=90&resize=93,85",Rough-puff pastry being rolled on a surface,"Use Gordon Ramsay's recipe when you want a quick, light flaky pastry in minutes"
114,side-dish,Moroccan aubergine & chickpea salad,/recipes/moroccan-aubergine-chickpea-salad,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-52580_11-6cfda00.jpg?quality=90&resize=93,85",Moroccan aubergine & chickpea salad,"This salad is delicious served with grills, or serve with couscous for a veggie lunch"
115,side-dish,Roast new potatoes & radishes,/recipes/roast-new-potatoes-radishes,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/roast-new-potatoes-radishes-fa6ca9c.jpg?quality=90&resize=93,85",Roast new potatoes & radishes served on a sharing platter,"Celebrate summer with this sharing salad of baby potatoes, radishes, toasted pumpkin seeds, spring onions, yogurt dressing and a scattering of chilli flakes"
116,side-dish,Allotment salad,/recipes/allotment-salad,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/allotment-salad-3a83c58.jpg?quality=90&resize=93,85",Allotment salad in a bowl,Make the most of new season's asparagus and radishes in a vibrant salad with a French-style dressing. Great for a barbecue
117,side-dish,Quick fried rice,/recipes/fast-fix-fried-rice,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-163516_12-c3ee307.jpg?quality=90&resize=93,85",Fried rice with vegetables in a pot,"Our egg-fried rice recipe with peas, bacon and mushrooms is a great way to use leftovers. Ready in under 15 minutes, it makes a super-speedy one-pan supper"
118,side-dish,Classic potato salad,/recipes/classic-potato-salad,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/potato-salad-main-272de70.jpg?quality=90&resize=93,85",Potato salad in bowl with spoon,"Our classic potato salad recipe is the perfect barbecue side dish, great for picnic spreads or paired with roast leftovers. Try our easy, versatile recipe"
119,side-dish,Easy stuffed peppers,/recipes/easy-stuffed-peppers,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-338663_11-7a36645.jpg?quality=90&resize=93,85",Four vegetarian stuffed peppers in a serving dish,A 15-minute vegetarian supper that's bursting with Mediterranean flavours and calls for just five ingredients
